# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../../07_annotation_final_assembly/final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "-s" "0" "-T" "8" "mapped.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.dedup.bam
OMCOBO_00497	contig_2	507707	510577	+	2871	20
OMCOBO_00498	contig_2	510647	511633	+	987	4
OMCOBO_00499	contig_2	511708	512745	+	1038	1
OMCOBO_00500	contig_2	512739	513764	+	1026	0
OMCOBO_00501	contig_2	513825	514751	+	927	16
OMCOBO_00502	contig_2	514895	515746	-	852	103
OMCOBO_00503	contig_2	515880	517568	-	1689	10
OMCOBO_00504	contig_2	517565	519301	-	1737	0
OMCOBO_00505	contig_2	519298	520560	-	1263	2
OMCOBO_00506	contig_2	520553	521920	-	1368	8
OMCOBO_00507	contig_2	522099	522674	-	576	12
OMCOBO_00508	contig_2	522762	524522	-	1761	5
OMCOBO_00509	contig_2	524562	525299	-	738	3
OMCOBO_00510	contig_2	525280	525813	-	534	3
OMCOBO_00511	contig_2	525862	526524	-	663	15
OMCOBO_00512	contig_2	526651	528525	-	1875	4
OMCOBO_00513	contig_2	529063	529749	+	687	0
OMCOBO_00514	contig_2	529790	530548	+	759	2
OMCOBO_00515	contig_2	530815	531486	+	672	1
OMCOBO_00516	contig_2	531483	532082	+	600	1
OMCOBO_00517	contig_2	532079	532432	+	354	3
OMCOBO_00518	contig_2	532429	532959	+	531	7
OMCOBO_00519	contig_2	532974	534110	-	1137	35
OMCOBO_00520	contig_2	534127	535035	-	909	17
OMCOBO_00521	contig_2	535035	536543	-	1509	30
OMCOBO_00522	contig_2	536749	538194	+	1446	36
OMCOBO_00523	contig_2	538282	539640	-	1359	36
OMCOBO_00524	contig_2	540082	541365	+	1284	5
OMCOBO_00525	contig_2	541468	543060	+	1593	1
OMCOBO_00526	contig_2	543057	543926	+	870	2
OMCOBO_00527	contig_2	544574	545119	+	546	2
OMCOBO_00528	contig_2	545418	545885	+	468	1
OMCOBO_00529	contig_2	546125	547057	-	933	3
OMCOBO_00530	contig_2	547222	548499	-	1278	13
OMCOBO_00531	contig_2	548511	550337	-	1827	1
OMCOBO_00532	contig_2	550353	551762	-	1410	2
OMCOBO_00533	contig_2	552073	552288	+	216	5
OMCOBO_00534	contig_2	552357	553181	-	825	4
OMCOBO_00535	contig_2	553178	554275	-	1098	3
OMCOBO_00536	contig_2	554278	555357	-	1080	3
OMCOBO_00537	contig_2	555659	556090	-	432	39
OMCOBO_00538	contig_2	556180	557748	+	1569	18
OMCOBO_00539	contig_2	557904	558161	-	258	1
OMCOBO_00540	contig_2	558558	559028	-	471	12
OMCOBO_00541	contig_2	559058	559837	-	780	35
OMCOBO_00542	contig_2	560316	561194	+	879	3
OMCOBO_00543	contig_2	561262	561615	-	354	4
OMCOBO_00544	contig_2	561905	562534	-	630	3
OMCOBO_00545	contig_2	562739	563413	-	675	15
OMCOBO_00546	contig_2	563614	564009	-	396	2
OMCOBO_00547	contig_2	564014	565666	-	1653	13
OMCOBO_00548	contig_2	565663	566307	-	645	1
OMCOBO_00549	contig_2	566597	567826	+	1230	17
OMCOBO_00550	contig_2	567992	569290	+	1299	88
OMCOBO_00551	contig_2	569811	570359	-	549	296
OMCOBO_00552	contig_2	570600	571526	-	927	57
OMCOBO_00553	contig_2	571663	572037	-	375	1
OMCOBO_00554	contig_2	572423	574132	+	1710	0
OMCOBO_00555	contig_2	574245	575456	+	1212	4
OMCOBO_00556	contig_2	575453	575887	+	435	0
OMCOBO_00557	contig_2	575884	576408	+	525	2
OMCOBO_00558	contig_2	576405	580232	+	3828	18
OMCOBO_00559	contig_2	580229	581341	+	1113	33
OMCOBO_00560	contig_2	581682	582698	-	1017	349
OMCOBO_00561	contig_2	583301	583510	-	210	2
OMCOBO_00562	contig_2	583791	584660	+	870	2
OMCOBO_00563	contig_2	584683	586299	-	1617	9
OMCOBO_00564	contig_2	586296	587144	-	849	4
OMCOBO_00565	contig_2	587141	588094	-	954	8
OMCOBO_00566	contig_2	588091	589698	-	1608	73
OMCOBO_00567	contig_2	589796	590596	-	801	25
OMCOBO_00568	contig_2	590593	591873	-	1281	19
OMCOBO_00569	contig_2	591857	592906	-	1050	21
OMCOBO_00570	contig_2	592903	594009	-	1107	29
OMCOBO_00571	contig_2	594009	594893	-	885	27
OMCOBO_00572	contig_2	594890	596146	-	1257	139
OMCOBO_00573	contig_2	596286	597800	+	1515	73
OMCOBO_00574	contig_2	597943	599007	-	1065	9
OMCOBO_00575	contig_2	599179	600228	-	1050	1
OMCOBO_00576	contig_2	600649	601191	-	543	2
OMCOBO_00577	contig_2	602464	604083	+	1620	4
OMCOBO_00578	contig_2	604311	604772	-	462	17
OMCOBO_00579	contig_2	605264	606745	+	1482	0
OMCOBO_00580	contig_2	606753	607043	+	291	0
OMCOBO_00581	contig_2	607031	608659	+	1629	0
OMCOBO_00582	contig_2	608656	609072	+	417	0
OMCOBO_00583	contig_2	609069	609476	+	408	3
OMCOBO_00584	contig_2	609473	610699	+	1227	0
OMCOBO_00585	contig_2	610747	611226	-	480	0
OMCOBO_00586	contig_2	611334	612743	-	1410	4
OMCOBO_00587	contig_2	612903	614027	-	1125	5
OMCOBO_00588	contig_2	614029	614862	-	834	5
OMCOBO_00589	contig_2	614859	615806	-	948	2
OMCOBO_00590	contig_2	615803	616732	-	930	8
OMCOBO_00591	contig_2	616735	617877	-	1143	15
OMCOBO_00592	contig_2	618286	619824	+	1539	4
OMCOBO_00593	contig_2	619916	620971	-	1056	106
OMCOBO_00594	contig_2	621144	622742	-	1599	23
OMCOBO_00595	contig_2	622765	623643	-	879	53
OMCOBO_00596	contig_2	624012	624755	-	744	43
OMCOBO_00597	contig_2	624994	626151	-	1158	56
OMCOBO_00598	contig_2	626182	627579	+	1398	250
OMCOBO_00599	contig_2	627587	628282	-	696	121
OMCOBO_00600	contig_2	628575	631079	-	2505	1532
OMCOBO_00601	contig_2	632460	633983	+	1524	510
OMCOBO_00602	contig_2	634063	635388	+	1326	586
OMCOBO_00603	contig_2	635378	636658	+	1281	415
OMCOBO_00604	contig_2	636655	638052	+	1398	386
OMCOBO_00605	contig_2	638049	639602	+	1554	205
OMCOBO_00606	contig_2	639606	641540	+	1935	618
OMCOBO_00607	contig_2	641570	643747	+	2178	1095
OMCOBO_00608	contig_2	643744	645699	+	1956	639
OMCOBO_00609	contig_2	645708	647246	+	1539	313
OMCOBO_00610	contig_2	647248	648552	+	1305	203
OMCOBO_00611	contig_2	648555	649796	+	1242	179
OMCOBO_00612	contig_2	649793	651028	+	1236	639
OMCOBO_00613	contig_2	651042	651875	+	834	410
OMCOBO_00614	contig_2	651872	652519	+	648	223
OMCOBO_00615	contig_2	652523	653548	+	1026	609
OMCOBO_00616	contig_2	653545	654819	+	1275	756
OMCOBO_00617	contig_2	654825	656135	+	1311	225
OMCOBO_00618	contig_2	656132	657079	+	948	338
OMCOBO_00619	contig_2	657076	658308	+	1233	370
OMCOBO_00620	contig_2	658305	658871	+	567	250
OMCOBO_00621	contig_2	658879	660252	+	1374	623
OMCOBO_00622	contig_2	660310	660990	-	681	57
OMCOBO_00623	contig_2	661721	662527	+	807	24
OMCOBO_00624	contig_2	662898	663674	+	777	29
OMCOBO_00625	contig_2	663693	664397	+	705	6
OMCOBO_00626	contig_2	664869	665288	+	420	142
OMCOBO_00627	contig_2	665481	665726	+	246	0
OMCOBO_00628	contig_2	666134	666325	+	192	5
OMCOBO_00629	contig_2	666477	668249	+	1773	25
OMCOBO_00630	contig_2	668329	668940	-	612	91
OMCOBO_00631	contig_2	669144	669413	-	270	92
OMCOBO_00632	contig_2	669474	670337	-	864	8
OMCOBO_00633	contig_2	670334	670918	-	585	2
OMCOBO_00634	contig_2	671053	672435	-	1383	59
OMCOBO_00635	contig_2	672820	673167	+	348	0
OMCOBO_00636	contig_2	673088	673972	-	885	18
OMCOBO_00637	contig_2	674081	674389	-	309	4
OMCOBO_00638	contig_2	674463	675470	-	1008	3
OMCOBO_00639	contig_2	675467	676075	-	609	2
OMCOBO_00640	contig_2	676089	678701	-	2613	16
OMCOBO_00641	contig_2	678694	679743	-	1050	6
OMCOBO_00642	contig_2	679740	680801	-	1062	7
OMCOBO_00643	contig_2	680798	681871	-	1074	8
OMCOBO_00644	contig_2	681897	682832	-	936	4
OMCOBO_00645	contig_2	683199	684050	+	852	25
OMCOBO_00646	contig_2	684047	684775	+	729	29
OMCOBO_00647	contig_2	684841	686040	+	1200	43
OMCOBO_00648	contig_2	686374	686634	+	261	322
OMCOBO_00649	contig_2	687014	687862	+	849	116
OMCOBO_00650	contig_2	687862	688476	+	615	66
OMCOBO_00651	contig_2	688643	689332	+	690	20
OMCOBO_00652	contig_2	689608	690762	+	1155	30
OMCOBO_00653	contig_2	691005	692549	+	1545	333
OMCOBO_00654	contig_2	692668	693453	+	786	80
OMCOBO_00655	contig_2	693573	694139	+	567	15
OMCOBO_00656	contig_2	694412	697420	+	3009	24
OMCOBO_00657	contig_2	697507	705162	-	7656	62
OMCOBO_00658	contig_2	705191	705391	-	201	8
OMCOBO_00659	contig_2	705464	706264	-	801	11
OMCOBO_00660	contig_2	706381	708216	-	1836	11
OMCOBO_00661	contig_2	708213	709226	-	1014	10
OMCOBO_00662	contig_2	709559	710896	-	1338	7
OMCOBO_00663	contig_2	710996	712063	+	1068	18
OMCOBO_00664	contig_2	712095	713372	-	1278	18
OMCOBO_00665	contig_2	713548	714876	-	1329	30
OMCOBO_00666	contig_2	714873	715898	-	1026	36
OMCOBO_00667	contig_2	715883	716353	-	471	32
OMCOBO_00668	contig_2	716337	716747	-	411	38
OMCOBO_00669	contig_2	716744	717580	-	837	125
OMCOBO_00670	contig_2	717852	718367	-	516	29
OMCOBO_00671	contig_2	718457	719623	+	1167	63
OMCOBO_00672	contig_2	719696	721420	-	1725	62
OMCOBO_00673	contig_2	721435	723345	-	1911	61
OMCOBO_00674	contig_2	723376	724767	-	1392	137
OMCOBO_00675	contig_2	724788	725045	-	258	11
OMCOBO_00676	contig_2	725095	725664	-	570	17
OMCOBO_00677	contig_2	726405	726902	-	498	31
OMCOBO_00678	contig_2	727074	728576	+	1503	114
OMCOBO_00679	contig_2	728789	729694	-	906	16
OMCOBO_00680	contig_2	730177	731298	+	1122	627
OMCOBO_00681	contig_2	731409	732011	+	603	387
OMCOBO_00682	contig_2	732172	734328	-	2157	116
OMCOBO_00683	contig_2	734639	735439	-	801	53
OMCOBO_00684	contig_2	735663	737120	-	1458	42
OMCOBO_00685	contig_2	737179	737709	+	531	9
OMCOBO_00686	contig_2	737779	739233	-	1455	8
OMCOBO_00687	contig_2	739487	740065	+	579	107
OMCOBO_00688	contig_2	740176	740487	-	312	14
OMCOBO_00689	contig_2	740642	742093	-	1452	6
OMCOBO_00690	contig_2	742267	743652	+	1386	9
OMCOBO_00691	contig_2	743691	744167	-	477	5
OMCOBO_00692	contig_2	744212	746581	-	2370	46
OMCOBO_00693	contig_2	746606	746941	+	336	0
OMCOBO_00694	contig_2	747007	747471	+	465	16
OMCOBO_00695	contig_2	747480	748505	+	1026	49
OMCOBO_00696	contig_2	748463	748801	-	339	12
OMCOBO_00697	contig_2	748898	749221	+	324	25
OMCOBO_00698	contig_2	749189	751870	-	2682	122
OMCOBO_00699	contig_2	751946	753394	-	1449	6
OMCOBO_00700	contig_2	753391	754128	-	738	2
OMCOBO_00701	contig_2	754273	755634	+	1362	4
OMCOBO_00702	contig_2	755644	756084	+	441	0
OMCOBO_00703	contig_2	756077	756880	+	804	1
OMCOBO_00704	contig_2	756959	757123	+	165	5
OMCOBO_00705	contig_2	757327	759624	+	2298	18
OMCOBO_00706	contig_2	759699	760574	+	876	24
OMCOBO_00707	contig_2	760514	761257	-	744	4
OMCOBO_00708	contig_2	761555	763750	+	2196	74
OMCOBO_00709	contig_2	763752	764237	+	486	19
OMCOBO_00710	contig_2	764337	764810	-	474	47
OMCOBO_00711	contig_2	764897	766045	-	1149	171
OMCOBO_00712	contig_2	766254	767600	-	1347	689
OMCOBO_00713	contig_2	767597	767818	-	222	107
OMCOBO_00714	contig_2	769398	775484	+	6087	249
OMCOBO_00715	contig_2	775481	777301	+	1821	133
OMCOBO_00716	contig_2	777336	779120	+	1785	122
OMCOBO_00717	contig_2	779117	780355	+	1239	90
OMCOBO_00718	contig_2	780355	780552	+	198	6
OMCOBO_00719	contig_2	780715	781374	+	660	24
OMCOBO_00720	contig_2	781486	783153	+	1668	33
OMCOBO_00721	contig_2	783221	783655	+	435	17
OMCOBO_00722	contig_2	783852	784979	+	1128	133
OMCOBO_00723	contig_2	785132	787126	+	1995	120
OMCOBO_00724	contig_2	787267	787797	-	531	39
OMCOBO_00725	contig_2	788499	789698	+	1200	16
OMCOBO_00726	contig_2	789780	790517	+	738	8
OMCOBO_00727	contig_2	790536	791762	-	1227	19
OMCOBO_00728	contig_2	791918	793159	-	1242	31
OMCOBO_00729	contig_2	793156	793818	-	663	16
OMCOBO_00730	contig_2	794009	795451	+	1443	1
OMCOBO_00731	contig_2	795453	796130	+	678	0
OMCOBO_00732	contig_2	796194	796661	-	468	2
OMCOBO_00733	contig_2	796928	798352	+	1425	67
OMCOBO_00734	contig_2	798226	798540	-	315	2
OMCOBO_00735	contig_2	798608	800092	+	1485	34
OMCOBO_00736	contig_2	800157	801221	-	1065	105
OMCOBO_00737	contig_2	801636	802232	+	597	33
OMCOBO_00738	contig_2	802214	803059	+	846	83
OMCOBO_00739	contig_2	803082	804167	-	1086	98
OMCOBO_00740	contig_2	804231	804599	-	369	97
OMCOBO_00741	contig_2	805007	805402	+	396	29
OMCOBO_00742	contig_2	805701	806777	-	1077	368
OMCOBO_00743	contig_2	806774	807808	-	1035	645
OMCOBO_00744	contig_2	807830	808870	-	1041	1237
OMCOBO_00745	contig_2	809282	809947	-	666	18
OMCOBO_00746	contig_2	810023	811465	-	1443	3
OMCOBO_00747	contig_2	811569	812867	-	1299	12
OMCOBO_00748	contig_2	813104	814258	-	1155	60
OMCOBO_00749	contig_2	814362	815282	+	921	17
OMCOBO_00750	contig_2	815460	816146	-	687	2
OMCOBO_00751	contig_2	816256	817452	+	1197	74
OMCOBO_00752	contig_2	817845	818801	+	957	363
OMCOBO_00753	contig_2	818887	819927	-	1041	37
OMCOBO_00754	contig_2	820249	820827	+	579	24
OMCOBO_00755	contig_2	821277	823007	+	1731	74
OMCOBO_00756	contig_2	823050	823967	-	918	102
OMCOBO_00757	contig_2	824073	825107	+	1035	4
OMCOBO_00758	contig_2	825104	826039	+	936	6
OMCOBO_00759	contig_2	826119	827735	+	1617	48
OMCOBO_00760	contig_2	827732	829291	+	1560	24
OMCOBO_00761	contig_2	829344	829850	-	507	55
OMCOBO_00762	contig_2	830420	832729	+	2310	849
OMCOBO_00763	contig_2	832823	833935	-	1113	63
OMCOBO_00764	contig_2	834154	834273	-	120	0
OMCOBO_00765	contig_2	834529	835125	+	597	25
OMCOBO_00766	contig_2	835225	835977	-	753	205
OMCOBO_00767	contig_2	835997	836218	-	222	91
OMCOBO_00768	contig_2	836789	838207	+	1419	243
OMCOBO_00769	contig_2	838353	839273	-	921	16
OMCOBO_00770	contig_2	839456	840022	+	567	1
OMCOBO_00771	contig_2	840069	840908	+	840	1
OMCOBO_00772	contig_2	840905	843664	+	2760	3
OMCOBO_00773	contig_2	843642	844928	-	1287	1
OMCOBO_00774	contig_2	845300	846631	+	1332	15
OMCOBO_00775	contig_2	846665	846946	+	282	24
OMCOBO_00776	contig_2	847058	847600	-	543	38
OMCOBO_00777	contig_2	847659	848264	+	606	7
OMCOBO_00778	contig_2	848331	849020	+	690	37
OMCOBO_00779	contig_2	848998	849897	-	900	96
OMCOBO_00780	contig_2	849998	850486	+	489	26
OMCOBO_00781	contig_2	850683	852308	-	1626	594
OMCOBO_00782	contig_2	852396	852599	-	204	157
OMCOBO_00783	contig_2	852799	853395	-	597	44
OMCOBO_00784	contig_2	853479	854864	+	1386	30
OMCOBO_00785	contig_2	854966	856405	+	1440	6
OMCOBO_00786	contig_2	856455	857177	-	723	1
OMCOBO_00787	contig_2	857286	858794	+	1509	3
OMCOBO_00788	contig_2	858896	860533	+	1638	42
OMCOBO_00789	contig_2	860942	862177	+	1236	2
OMCOBO_00790	contig_2	862456	863979	+	1524	4
OMCOBO_00791	contig_2	864068	865258	-	1191	3
OMCOBO_00792	contig_2	865265	865873	-	609	0
OMCOBO_00793	contig_2	865874	867112	-	1239	1
OMCOBO_00794	contig_2	867109	868440	-	1332	1
OMCOBO_00795	contig_2	868422	869486	-	1065	2
OMCOBO_00796	contig_2	870063	871589	+	1527	18
OMCOBO_00797	contig_2	871652	872881	-	1230	66
OMCOBO_00798	contig_2	873630	876353	+	2724	13
OMCOBO_00799	contig_2	876592	876825	+	234	1
OMCOBO_00800	contig_2	876815	878209	+	1395	2
OMCOBO_00801	contig_2	878264	879499	+	1236	7
OMCOBO_00802	contig_2	879489	881357	-	1869	4
OMCOBO_00803	contig_2	881444	882154	-	711	0
OMCOBO_00804	contig_2	882408	882824	+	417	5
OMCOBO_00805	contig_2	882858	883982	-	1125	3
OMCOBO_00806	contig_2	884222	884836	+	615	7
OMCOBO_00807	contig_2	884849	885313	-	465	22
OMCOBO_00808	contig_2	885576	886367	+	792	59
OMCOBO_00809	contig_2	886469	887443	-	975	215
OMCOBO_00810	contig_2	887634	887948	-	315	17
OMCOBO_00811	contig_2	888058	888378	+	321	13
OMCOBO_00812	contig_2	888419	888982	-	564	13
OMCOBO_00813	contig_2	888990	889610	+	621	20
OMCOBO_00814	contig_2	889588	891000	-	1413	150
OMCOBO_00815	contig_2	891367	892188	+	822	14
OMCOBO_00816	contig_2	892166	893536	-	1371	10
OMCOBO_00817	contig_2	893743	894213	+	471	10
OMCOBO_00818	contig_2	894405	894581	-	177	31
OMCOBO_00819	contig_2	895164	897746	+	2583	13
OMCOBO_00820	contig_2	897889	898293	+	405	1
OMCOBO_00821	contig_2	898422	898658	+	237	5
OMCOBO_00822	contig_2	898714	900165	-	1452	14
OMCOBO_00823	contig_2	900334	901086	+	753	100
OMCOBO_00824	contig_2	901175	902293	-	1119	7
OMCOBO_00825	contig_2	902531	903355	-	825	12
OMCOBO_00826	contig_2	903366	903548	-	183	0
OMCOBO_00827	contig_2	903768	903956	+	189	0
OMCOBO_00828	contig_2	904113	905183	+	1071	2
OMCOBO_00829	contig_2	905272	906303	-	1032	4
OMCOBO_00830	contig_2	906362	907234	-	873	3
OMCOBO_00831	contig_2	907224	908039	-	816	3
OMCOBO_00832	contig_2	908298	909971	+	1674	6
OMCOBO_00833	contig_2	909968	910660	+	693	4
OMCOBO_00834	contig_2	911283	911978	+	696	47
OMCOBO_00835	contig_2	912001	913668	+	1668	139
OMCOBO_00836	contig_2	913665	914522	+	858	74
OMCOBO_00837	contig_2	914527	915972	+	1446	45
OMCOBO_00838	contig_2	915972	917159	+	1188	49
OMCOBO_00839	contig_2	917156	917899	+	744	9
OMCOBO_00840	contig_2	917892	918545	+	654	31
OMCOBO_00841	contig_2	918553	919494	-	942	14
OMCOBO_00842	contig_2	919645	920436	+	792	1
OMCOBO_00843	contig_2	920521	921399	+	879	4
OMCOBO_00844	contig_2	921554	922945	+	1392	149
OMCOBO_00845	contig_2	923047	923562	+	516	49
OMCOBO_00846	contig_2	923662	924258	+	597	54
OMCOBO_00847	contig_2	924326	925870	-	1545	984
OMCOBO_00848	contig_2	926263	926553	+	291	0
OMCOBO_00849	contig_2	926648	928093	-	1446	291
OMCOBO_00850	contig_2	928463	929134	+	672	28
OMCOBO_00851	contig_2	929230	930639	+	1410	73
OMCOBO_00852	contig_2	930826	931620	+	795	242
OMCOBO_00853	contig_2	931670	932053	-	384	24
OMCOBO_00854	contig_2	932161	934131	+	1971	5
OMCOBO_00855	contig_2	934196	935353	-	1158	8
OMCOBO_00856	contig_2	935365	936552	-	1188	7
OMCOBO_00857	contig_2	936605	939100	-	2496	5
OMCOBO_00858	contig_2	939097	940182	-	1086	5
OMCOBO_00859	contig_2	940437	941294	-	858	14
OMCOBO_00860	contig_2	941464	941784	+	321	9
OMCOBO_00861	contig_2	941781	942983	+	1203	16
OMCOBO_00862	contig_2	943070	943687	+	618	183
OMCOBO_00863	contig_2	943829	944005	-	177	66
OMCOBO_00864	contig_2	944217	945830	-	1614	262
OMCOBO_00865	contig_2	945909	946799	-	891	6
OMCOBO_00866	contig_2	946956	948425	+	1470	5
OMCOBO_00867	contig_2	948441	949079	-	639	6
OMCOBO_00868	contig_2	949314	951254	-	1941	50
OMCOBO_00869	contig_2	951607	952152	-	546	3
OMCOBO_00870	contig_2	952149	953396	-	1248	19
OMCOBO_00871	contig_2	953641	953970	-	330	14
OMCOBO_00872	contig_2	954789	955082	-	294	40
OMCOBO_00873	contig_2	955079	955798	-	720	63
OMCOBO_00874	contig_2	956125	957786	+	1662	560
OMCOBO_00875	contig_2	958027	959415	+	1389	270
OMCOBO_00876	contig_2	959472	960530	+	1059	316
OMCOBO_00877	contig_2	960562	961737	+	1176	391
OMCOBO_00878	contig_2	961830	962021	+	192	73
OMCOBO_00879	contig_2	962091	967298	+	5208	463
OMCOBO_00881	contig_2	967485	968651	+	1167	53
OMCOBO_00882	contig_2	969030	989390	-	20361	2503
OMCOBO_00887	contig_2	989646	990836	+	1191	50
OMCOBO_00888	contig_2	990902	997930	-	7029	1495
OMCOBO_00890	contig_2	997965	1003040	-	5076	633
OMCOBO_00892	contig_2	1003302	1003541	-	240	24
OMCOBO_00893	contig_2	1003562	1004494	-	933	61
OMCOBO_00894	contig_2	1004918	1031971	-	27054	3131
OMCOBO_00900	contig_2	1032302	1033036	-	735	263
OMCOBO_00901	contig_2	1033354	1036062	-	2709	663
OMCOBO_00902	contig_2	1036066	1038858	-	2793	131
OMCOBO_00903	contig_2	1038875	1041709	-	2835	259
OMCOBO_00904	contig_2	1042168	1043196	-	1029	341
OMCOBO_00905	contig_2	1043572	1045380	+	1809	171
OMCOBO_00906	contig_2	1045358	1047166	+	1809	104
OMCOBO_00907	contig_2	1047209	1048558	+	1350	296
OMCOBO_00908	contig_2	1048637	1049848	-	1212	303
OMCOBO_00910	contig_2	1050186	1051196	-	1011	1
OMCOBO_00911	contig_2	1051311	1052021	-	711	15
OMCOBO_00912	contig_2	1052018	1053238	-	1221	6
OMCOBO_00913	contig_2	1053337	1053858	-	522	2
OMCOBO_00914	contig_2	1053875	1055185	-	1311	20
OMCOBO_00915	contig_2	1055289	1056386	-	1098	82
OMCOBO_00916	contig_2	1056473	1056985	+	513	202
OMCOBO_00917	contig_2	1057080	1057796	+	717	134
OMCOBO_00918	contig_2	1057868	1058506	+	639	46
OMCOBO_00919	contig_2	1058691	1058906	+	216	5
OMCOBO_00920	contig_2	1059089	1060738	+	1650	7
OMCOBO_00921	contig_2	1061029	1061841	+	813	12
OMCOBO_00922	contig_2	1062067	1063263	+	1197	100
OMCOBO_00923	contig_2	1063328	1063831	-	504	7
OMCOBO_00924	contig_2	1064055	1064495	+	441	9
OMCOBO_00925	contig_2	1064553	1068926	+	4374	30
OMCOBO_00926	contig_2	1069141	1069902	+	762	8
OMCOBO_00927	contig_2	1069889	1070623	-	735	28
OMCOBO_00928	contig_2	1070813	1072261	-	1449	496
OMCOBO_00929	contig_2	1072862	1073902	+	1041	9
OMCOBO_00930	contig_2	1073929	1074903	-	975	8
OMCOBO_00931	contig_2	1074956	1075300	+	345	17
OMCOBO_00932	contig_2	1075324	1075467	-	144	2
OMCOBO_00933	contig_2	1075545	1076837	+	1293	215
OMCOBO_00934	contig_2	1076944	1077672	-	729	91
OMCOBO_00935	contig_2	1077996	1079408	-	1413	5
OMCOBO_00936	contig_2	1079701	1080117	+	417	19
OMCOBO_00937	contig_2	1080124	1080993	-	870	102
OMCOBO_00938	contig_2	1081178	1082251	-	1074	5
OMCOBO_00939	contig_2	1082426	1082824	+	399	14
OMCOBO_00940	contig_2	1082900	1083331	-	432	11
OMCOBO_00941	contig_2	1083488	1084108	-	621	75
OMCOBO_00942	contig_2	1084252	1085442	+	1191	311
OMCOBO_00943	contig_2	1085439	1085666	+	228	45
OMCOBO_00944	contig_2	1086009	1087058	+	1050	15
OMCOBO_00945	contig_2	1087115	1088383	+	1269	16
OMCOBO_00946	contig_2	1088499	1089950	+	1452	17
OMCOBO_00947	contig_2	1089995	1090870	+	876	21
OMCOBO_00948	contig_2	1090867	1093260	+	2394	29
OMCOBO_00949	contig_2	1093257	1093844	+	588	7
OMCOBO_00950	contig_2	1093844	1094563	+	720	15
OMCOBO_00951	contig_2	1094560	1095210	+	651	13
OMCOBO_00952	contig_2	1095342	1096241	+	900	17
OMCOBO_00953	contig_2	1096295	1096807	+	513	73
OMCOBO_00954	contig_2	1096893	1097651	+	759	59
OMCOBO_00955	contig_2	1098641	1099888	+	1248	14
OMCOBO_00956	contig_2	1099957	1100745	+	789	34
OMCOBO_00957	contig_2	1100980	1101234	-	255	1
OMCOBO_00958	contig_2	1101284	1101988	+	705	0
OMCOBO_00959	contig_2	1102075	1102545	-	471	2
OMCOBO_00960	contig_2	1102542	1104992	-	2451	11
OMCOBO_00961	contig_2	1104989	1105360	-	372	1
OMCOBO_00962	contig_2	1105522	1105797	+	276	1
OMCOBO_00963	contig_2	1105764	1106222	-	459	16
OMCOBO_00964	contig_2	1106321	1109200	-	2880	15
OMCOBO_00965	contig_2	1109202	1111481	-	2280	21
OMCOBO_00966	contig_2	1111478	1112284	-	807	11
OMCOBO_00967	contig_2	1112518	1112733	-	216	1
OMCOBO_00968	contig_2	1113370	1114446	+	1077	2
OMCOBO_00969	contig_2	1114471	1115379	-	909	21
OMCOBO_00970	contig_2	1115437	1116630	-	1194	62
OMCOBO_00971	contig_2	1116703	1117731	-	1029	19
OMCOBO_00972	contig_2	1118264	1121065	+	2802	7
OMCOBO_00973	contig_2	1121084	1121875	-	792	8
OMCOBO_00974	contig_2	1122156	1124573	+	2418	3
OMCOBO_00975	contig_2	1124672	1124863	+	192	5
OMCOBO_00976	contig_2	1124981	1125487	+	507	36
OMCOBO_00977	contig_2	1125891	1127660	+	1770	295
OMCOBO_00978	contig_2	1127944	1128177	-	234	19
OMCOBO_00979	contig_2	1128566	1129081	+	516	0
OMCOBO_00980	contig_2	1129307	1130353	+	1047	15
OMCOBO_00981	contig_2	1130395	1130547	+	153	1
OMCOBO_00982	contig_2	1130647	1131387	+	741	22
OMCOBO_00983	contig_2	1131534	1132421	+	888	27
OMCOBO_00984	contig_2	1132567	1133445	-	879	610
OMCOBO_00985	contig_2	1133481	1134932	-	1452	907
OMCOBO_00986	contig_2	1135092	1136048	-	957	387
OMCOBO_00987	contig_2	1137203	1137655	+	453	299
OMCOBO_00988	contig_2	1137734	1139467	-	1734	158
OMCOBO_00989	contig_2	1139829	1139993	+	165	129
OMCOBO_00990	contig_2	1140110	1141351	+	1242	366
OMCOBO_00991	contig_2	1141348	1141905	+	558	77
OMCOBO_00992	contig_2	1141902	1143140	+	1239	88
OMCOBO_00993	contig_2	1143378	1143794	+	417	0
OMCOBO_00994	contig_2	1143900	1144502	+	603	4
OMCOBO_00995	contig_2	1144519	1145973	+	1455	30
OMCOBO_00996	contig_2	1146150	1146596	+	447	76
OMCOBO_00997	contig_2	1146624	1148636	-	2013	140
OMCOBO_00998	contig_2	1148758	1149564	-	807	241
OMCOBO_00999	contig_2	1149733	1150140	-	408	39
OMCOBO_01000	contig_2	1150545	1150967	+	423	5
OMCOBO_01001	contig_2	1151045	1151560	-	516	8
OMCOBO_01002	contig_2	1151760	1154558	-	2799	13
OMCOBO_01003	contig_2	1154555	1155397	-	843	1
OMCOBO_01004	contig_2	1155603	1157114	+	1512	9
