# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "--fraction" "-s" "0" "-T" "8" "mapped.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.sorted.bam
OMCOBO_03374	contig_2	3798530	3799906	-	1377	1155
OMCOBO_03375	contig_2	3800342	3800629	-	288	1964
OMCOBO_03376	contig_2	3800725	3801249	-	525	1256
OMCOBO_03377	contig_2	3801291	3802466	-	1176	31322
OMCOBO_03378	contig_2	3802633	3803091	-	459	571
OMCOBO_03379	contig_2	3803217	3803351	+	135	31
OMCOBO_03380	contig_2	3803348	3804097	-	750	773
OMCOBO_03381	contig_2	3804208	3804813	+	606	1463
OMCOBO_03382	contig_2	3804876	3805133	+	258	363
OMCOBO_03383	contig_2	3805130	3805510	+	381	1486
OMCOBO_03384	contig_2	3805594	3806496	-	903	3662
OMCOBO_03385	contig_2	3806570	3808024	-	1455	8590
OMCOBO_03386	contig_2	3808113	3808661	+	549	201
OMCOBO_03387	contig_2	3808730	3809293	+	564	37
OMCOBO_03388	contig_2	3809673	3810125	-	453	1334
OMCOBO_03389	contig_2	3811534	3813192	+	1659	1345
OMCOBO_03390	contig_2	3813196	3813783	+	588	577
OMCOBO_03391	contig_2	3814139	3814279	+	141	42
OMCOBO_03392	contig_2	3814713	3816140	+	1428	378
OMCOBO_03393	contig_2	3816264	3817349	-	1086	8181
OMCOBO_03394	contig_2	3817346	3819175	-	1830	13176
OMCOBO_03395	contig_2	3819179	3819943	-	765	4398
OMCOBO_03396	contig_2	3819948	3820562	-	615	1412
OMCOBO_03397	contig_2	3820704	3821942	-	1239	9714
OMCOBO_03398	contig_2	3822075	3822809	-	735	3177
OMCOBO_03399	contig_2	3822806	3824113	-	1308	4008
OMCOBO_03400	contig_2	3824407	3825045	+	639	3319
OMCOBO_03401	contig_2	3825181	3826125	-	945	1856
OMCOBO_03402	contig_2	3826122	3826652	-	531	3386
OMCOBO_03403	contig_2	3826800	3827258	+	459	263
OMCOBO_03404	contig_2	3827304	3828002	-	699	130
OMCOBO_03405	contig_2	3828117	3829868	+	1752	1084
OMCOBO_03406	contig_2	3830001	3830336	+	336	211
OMCOBO_03407	contig_2	3830931	3831707	+	777	478
OMCOBO_03408	contig_2	3831946	3832731	+	786	233
OMCOBO_03409	contig_2	3832844	3834037	-	1194	1688
OMCOBO_03410	contig_2	3834200	3835117	+	918	1498
OMCOBO_03411	contig_2	3835319	3836035	+	717	1789
OMCOBO_03412	contig_2	3836110	3837510	+	1401	939
OMCOBO_03413	contig_2	3837601	3837807	-	207	16
OMCOBO_03414	contig_2	3837906	3839672	-	1767	9238
OMCOBO_03415	contig_2	3839843	3841597	+	1755	15641
OMCOBO_03416	contig_2	3841659	3843089	-	1431	297
OMCOBO_03417	contig_2	3843355	3844044	+	690	5
OMCOBO_03418	contig_2	3844122	3844667	+	546	17
OMCOBO_03419	contig_2	3844770	3845762	-	993	5133
OMCOBO_03420	contig_2	3845906	3847564	-	1659	13201
OMCOBO_03421	contig_2	3847561	3848577	-	1017	7074
OMCOBO_03422	contig_2	3848574	3849944	-	1371	6536
OMCOBO_03423	contig_2	3849941	3850735	-	795	10393
OMCOBO_03424	contig_2	3851068	3851346	+	279	108
OMCOBO_03425	contig_2	3851481	3852455	+	975	1232
OMCOBO_03426	contig_2	3852786	3853574	+	789	44720
OMCOBO_03427	contig_2	3853842	3855044	+	1203	50229
OMCOBO_03428	contig_2	3855123	3856118	-	996	6310
OMCOBO_03429	contig_2	3856133	3857182	-	1050	7898
OMCOBO_03430	contig_2	3857398	3857496	-	99	598
OMCOBO_03431	contig_2	3857617	3857826	-	210	1468
OMCOBO_03432	contig_2	3857958	3858779	-	822	476
OMCOBO_03433	contig_2	3859103	3860278	-	1176	586
OMCOBO_03434	contig_2	3860229	3861485	-	1257	203
OMCOBO_03435	contig_2	3861613	3862263	-	651	84
OMCOBO_03439	contig_2	3868200	3868808	-	609	570
OMCOBO_03440	contig_2	3868981	3870258	+	1278	2687
OMCOBO_03441	contig_2	3870323	3872089	-	1767	1719
OMCOBO_03442	contig_2	3872385	3873773	-	1389	2356
OMCOBO_03443	contig_2	3874208	3874996	+	789	1515
OMCOBO_03444	contig_2	3875248	3877188	+	1941	3661
OMCOBO_03445	contig_2	3877385	3879457	-	2073	1636
OMCOBO_03447	contig_2	3880162	3881610	+	1449	14789
OMCOBO_03448	contig_2	3881884	3883131	+	1248	853
OMCOBO_03449	contig_2	3883306	3884163	+	858	512
OMCOBO_03450	contig_2	3884252	3885535	+	1284	351
OMCOBO_03451	contig_2	3885620	3885922	+	303	139
OMCOBO_03452	contig_2	3886050	3887009	-	960	5717
OMCOBO_03453	contig_2	3887123	3888547	-	1425	7971
OMCOBO_03454	contig_2	3889128	3890282	+	1155	2449
OMCOBO_03455	contig_2	3890317	3891456	-	1140	357
OMCOBO_03457	contig_2	3892277	3894550	-	2274	47802
OMCOBO_03458	contig_2	3894737	3895141	+	405	343
OMCOBO_03459	contig_2	3895682	3896023	-	342	1040
OMCOBO_03460	contig_2	3896119	3897762	+	1644	259
OMCOBO_03464	contig_2	3898274	3899362	-	1089	187
OMCOBO_03465	contig_2	3899581	3903576	+	3996	9067
OMCOBO_03467	contig_2	3903980	3904216	+	237	393
OMCOBO_03468	contig_2	3904747	3904953	-	207	44526
OMCOBO_03469	contig_2	3905409	3906293	-	885	1928
OMCOBO_03470	contig_2	3906499	3907602	+	1104	8984
OMCOBO_03471	contig_2	3907913	3908161	+	249	4006
OMCOBO_03472	contig_2	3908281	3909351	-	1071	6782
OMCOBO_03473	contig_2	3909385	3911073	-	1689	42595
OMCOBO_03474	contig_2	3911448	3912992	+	1545	75
OMCOBO_03475	contig_2	3913070	3913867	-	798	1300
OMCOBO_03476	contig_2	3913982	3914185	-	204	615
OMCOBO_03477	contig_2	3914212	3914733	-	522	1273
OMCOBO_03478	contig_2	3914914	3917163	-	2250	49763
OMCOBO_03479	contig_2	3917160	3917864	-	705	23014
OMCOBO_03480	contig_2	3917861	3918124	-	264	7075
OMCOBO_03481	contig_2	3918424	3918744	+	321	4453
OMCOBO_03485	contig_2	3919707	3920606	-	900	4685
OMCOBO_03486	contig_2	3920716	3921951	-	1236	14
OMCOBO_03487	contig_2	3922053	3922961	+	909	206
OMCOBO_03488	contig_2	3923023	3924570	-	1548	13794
OMCOBO_03489	contig_2	3924685	3926589	-	1905	3798
OMCOBO_03490	contig_2	3927031	3928287	-	1257	2401
OMCOBO_03491	contig_2	3928594	3929391	+	798	403
OMCOBO_03492	contig_2	3929452	3930102	-	651	3344
OMCOBO_03493	contig_2	3930199	3930882	-	684	882
OMCOBO_03494	contig_2	3931036	3932394	-	1359	3689
OMCOBO_03495	contig_2	3932634	3933434	-	801	460
OMCOBO_03496	contig_2	3933797	3935338	+	1542	964
OMCOBO_03497	contig_2	3935422	3936708	-	1287	23128
OMCOBO_03498	contig_2	3936886	3937962	+	1077	140
OMCOBO_03499	contig_2	3938013	3938573	-	561	296
OMCOBO_03500	contig_2	3938667	3939644	+	978	384
OMCOBO_03501	contig_2	3939641	3941299	+	1659	132
OMCOBO_03502	contig_2	3941431	3942087	-	657	410
OMCOBO_03503	contig_2	3942084	3943514	-	1431	1193
OMCOBO_03504	contig_2	3943569	3944321	-	753	145
OMCOBO_03505	contig_2	3944318	3945643	-	1326	1218
OMCOBO_03506	contig_2	3945636	3946526	-	891	2487
OMCOBO_03507	contig_2	3946695	3947108	-	414	572
OMCOBO_03508	contig_2	3947366	3948898	-	1533	770
OMCOBO_03509	contig_2	3949019	3950041	-	1023	11181
OMCOBO_03510	contig_2	3950293	3950835	-	543	873
OMCOBO_03511	contig_2	3950879	3951724	-	846	3037
OMCOBO_03512	contig_2	3951828	3952763	-	936	860
OMCOBO_03513	contig_2	3952870	3954600	-	1731	3769
OMCOBO_03514	contig_2	3954734	3955252	-	519	5515
OMCOBO_03515	contig_2	3955706	3956038	-	333	49
OMCOBO_03516	contig_2	3956239	3957417	+	1179	7875
OMCOBO_03517	contig_2	3957574	3958809	+	1236	126
OMCOBO_03518	contig_2	3958908	3959444	-	537	9293
OMCOBO_03519	contig_2	3959571	3962222	-	2652	3683
OMCOBO_03520	contig_2	3962410	3962991	+	582	1507
OMCOBO_03521	contig_2	3963212	3963457	+	246	1960
OMCOBO_03522	contig_2	3963454	3963858	+	405	1350
OMCOBO_03523	contig_2	3963965	3964420	-	456	6659
OMCOBO_03524	contig_2	3964422	3965600	-	1179	14601
OMCOBO_03525	contig_2	3965646	3966341	-	696	13055
OMCOBO_03526	contig_2	3966338	3968194	-	1857	94578
OMCOBO_03527	contig_2	3968528	3970798	+	2271	6923
OMCOBO_03528	contig_2	3971490	3972419	+	930	4657
OMCOBO_03529	contig_2	3972545	3974131	-	1587	509
OMCOBO_03530	contig_2	3974285	3974782	-	498	2485
OMCOBO_03531	contig_2	3974852	3975427	-	576	5359
OMCOBO_03532	contig_2	3975568	3975726	-	159	2465
OMCOBO_03534	contig_2	3976472	3976777	-	306	201
OMCOBO_03535	contig_2	3976879	3977955	-	1077	1660
OMCOBO_03536	contig_2	3978369	3978833	+	465	338
OMCOBO_03537	contig_2	3978843	3980006	-	1164	41
OMCOBO_03538	contig_2	3980006	3980233	-	228	81
OMCOBO_03539	contig_2	3980359	3980988	-	630	1142
OMCOBO_03540	contig_2	3981230	3982807	+	1578	26
OMCOBO_03541	contig_2	3983019	3983822	+	804	0
OMCOBO_03542	contig_2	3983986	3984720	+	735	71
OMCOBO_03543	contig_2	3984717	3986429	+	1713	450
OMCOBO_03544	contig_2	3986623	3987036	-	414	3617
OMCOBO_03545	contig_2	3987033	3987692	-	660	6814
OMCOBO_03546	contig_2	3988095	3988604	+	510	3336
OMCOBO_03547	contig_2	3988684	3988983	+	300	2722
OMCOBO_03548	contig_2	3989144	3989728	+	585	426
OMCOBO_03549	contig_2	3989768	3990532	+	765	504
OMCOBO_03550	contig_2	3990535	3991926	+	1392	1457
OMCOBO_03551	contig_2	3991984	3992721	+	738	123
OMCOBO_03552	contig_2	3992936	3993559	+	624	101
OMCOBO_03553	contig_2	3994130	3994402	+	273	0
OMCOBO_03554	contig_2	3994517	3994939	+	423	21
OMCOBO_03555	contig_2	3995220	3995810	+	591	207
OMCOBO_03556	contig_2	3996393	3997634	+	1242	181
OMCOBO_03557	contig_2	3998065	4000311	-	2247	351
OMCOBO_03558	contig_2	4000409	4000933	-	525	396
OMCOBO_03559	contig_2	4001205	4001765	+	561	1142
OMCOBO_03560	contig_2	4001770	4001994	+	225	12
OMCOBO_03561	contig_2	4002090	4002350	+	261	145
OMCOBO_03562	contig_2	4002442	4002714	+	273	73
OMCOBO_03563	contig_2	4003459	4004196	-	738	108
OMCOBO_03564	contig_2	4004378	4004776	+	399	265
OMCOBO_03565	contig_2	4004948	4005541	-	594	9908
OMCOBO_03566	contig_2	4005541	4005879	-	339	2788
OMCOBO_03567	contig_2	4006971	4007381	+	411	1271
OMCOBO_03568	contig_2	4007661	4008419	+	759	27
OMCOBO_03569	contig_2	4008477	4008776	+	300	48
OMCOBO_03570	contig_2	4008851	4009147	+	297	11
OMCOBO_03571	contig_2	4009194	4009892	+	699	224
OMCOBO_03572	contig_2	4009903	4011153	+	1251	304
OMCOBO_03573	contig_2	4011229	4015620	-	4392	257
OMCOBO_03574	contig_2	4015860	4016801	+	942	47
OMCOBO_03575	contig_2	4016805	4017389	-	585	125
OMCOBO_03576	contig_2	4017537	4018307	-	771	213
OMCOBO_03577	contig_2	4018753	4019823	+	1071	777
OMCOBO_03578	contig_2	4019829	4020722	+	894	122
OMCOBO_03579	contig_2	4020737	4021879	-	1143	147
OMCOBO_03580	contig_2	4022062	4023600	-	1539	12
OMCOBO_03581	contig_2	4023826	4024233	+	408	303
OMCOBO_03582	contig_2	4024342	4024692	-	351	53
OMCOBO_03583	contig_2	4025370	4028459	+	3090	1171
OMCOBO_03584	contig_2	4028744	4028947	+	204	14
OMCOBO_03585	contig_2	4028880	4029485	-	606	3
OMCOBO_03586	contig_2	4030003	4030182	+	180	100
OMCOBO_03587	contig_2	4030217	4031467	-	1251	7070
OMCOBO_03588	contig_2	4032098	4033375	+	1278	1413
OMCOBO_03589	contig_2	4034322	4034828	-	507	54
OMCOBO_03590	contig_2	4035175	4035612	-	438	89
OMCOBO_03591	contig_2	4035740	4035964	-	225	215
OMCOBO_03592	contig_2	4036229	4036684	+	456	826
OMCOBO_03593	contig_2	4036770	4037345	-	576	5732
OMCOBO_03594	contig_2	4037567	4038040	+	474	246
OMCOBO_03595	contig_2	4038044	4039009	+	966	414
OMCOBO_03596	contig_2	4039156	4039404	+	249	4122
OMCOBO_03597	contig_2	4039540	4041045	+	1506	7965
OMCOBO_03598	contig_2	4041163	4041453	-	291	152
OMCOBO_03599	contig_2	4041704	4042441	+	738	181
OMCOBO_03600	contig_2	4042561	4043832	+	1272	213
OMCOBO_03601	contig_2	4043914	4047516	-	3603	7957
OMCOBO_03602	contig_2	4047787	4049295	+	1509	343
OMCOBO_03603	contig_2	4049292	4049924	+	633	502
OMCOBO_03604	contig_2	4049927	4051498	+	1572	603
OMCOBO_03605	contig_2	4051513	4052283	-	771	158
OMCOBO_03606	contig_2	4052301	4053464	+	1164	225
OMCOBO_03607	contig_2	4053546	4053887	-	342	56
OMCOBO_03608	contig_2	4054030	4054797	-	768	921
OMCOBO_03609	contig_2	4054820	4056121	-	1302	147
OMCOBO_03610	contig_2	4056345	4057418	+	1074	2418
OMCOBO_03611	contig_2	4057678	4058694	+	1017	182
OMCOBO_03612	contig_2	4058886	4059959	+	1074	3
OMCOBO_03613	contig_2	4059990	4060931	-	942	39
OMCOBO_03614	contig_2	4061120	4062277	+	1158	250
OMCOBO_03615	contig_2	4062368	4063357	-	990	73
OMCOBO_03616	contig_2	4063354	4064028	-	675	11
OMCOBO_03617	contig_2	4064025	4064756	-	732	36
OMCOBO_03618	contig_2	4065060	4065857	+	798	269
OMCOBO_03619	contig_2	4066033	4067313	-	1281	56432
OMCOBO_03620	contig_2	4068065	4069882	+	1818	2573
OMCOBO_03621	contig_2	4070261	4071976	+	1716	15718
OMCOBO_03622	contig_2	4072133	4073920	-	1788	32438
OMCOBO_03623	contig_2	4074192	4076378	+	2187	1579
OMCOBO_03624	contig_2	4076294	4077454	-	1161	678
OMCOBO_03625	contig_2	4077615	4078568	-	954	68
OMCOBO_03626	contig_2	4078745	4079215	-	471	1722
OMCOBO_03627	contig_2	4079406	4081232	+	1827	21182
OMCOBO_03628	contig_2	4081548	4082843	+	1296	5489
OMCOBO_03629	contig_2	4082845	4084824	+	1980	3850
OMCOBO_03630	contig_2	4084988	4085812	+	825	296
OMCOBO_03631	contig_2	4086165	4087058	+	894	112
OMCOBO_03632	contig_2	4087247	4088152	+	906	639
OMCOBO_03633	contig_2	4088306	4088944	+	639	460
OMCOBO_03634	contig_2	4089009	4090880	-	1872	1051
OMCOBO_03635	contig_2	4090888	4091418	+	531	1529
OMCOBO_03636	contig_2	4091657	4092481	+	825	10759
OMCOBO_03637	contig_2	4092680	4092979	+	300	493
OMCOBO_03638	contig_2	4092985	4093158	+	174	34
OMCOBO_03639	contig_2	4093124	4094497	-	1374	23908
OMCOBO_03640	contig_2	4094494	4095186	-	693	19389
OMCOBO_03641	contig_2	4095324	4096175	-	852	459
OMCOBO_03642	contig_2	4096380	4096556	+	177	28
OMCOBO_03643	contig_2	4096664	4098130	-	1467	7628
OMCOBO_03644	contig_2	4098152	4099135	-	984	10391
OMCOBO_03645	contig_2	4099138	4100355	-	1218	13881
OMCOBO_03646	contig_2	4100663	4101340	+	678	6373
OMCOBO_03647	contig_2	4101468	4101884	+	417	488
OMCOBO_03648	contig_2	4101937	4102980	+	1044	125
OMCOBO_03649	contig_2	4103014	4104681	-	1668	9610
OMCOBO_03650	contig_2	4104995	4106641	+	1647	9451
OMCOBO_03651	contig_2	4106727	4107287	-	561	3479
OMCOBO_03652	contig_2	4107595	4108422	-	828	888
OMCOBO_03653	contig_2	4108572	4109549	-	978	3441
OMCOBO_03654	contig_2	4109658	4110797	-	1140	1347
OMCOBO_03655	contig_2	4110794	4112365	-	1572	317
OMCOBO_03656	contig_2	4112362	4113273	-	912	91
OMCOBO_03657	contig_2	4113328	4114785	-	1458	1782
OMCOBO_03658	contig_2	4114785	4115819	-	1035	2379
OMCOBO_03659	contig_2	4115816	4117015	-	1200	2163
OMCOBO_03660	contig_2	4117263	4117781	+	519	467
OMCOBO_03661	contig_2	4117879	4118484	-	606	1068
OMCOBO_03662	contig_2	4118472	4119998	-	1527	1257
OMCOBO_03663	contig_2	4120144	4121826	+	1683	9624
OMCOBO_03664	contig_2	4122011	4122676	-	666	1755
OMCOBO_03665	contig_2	4122673	4124034	-	1362	1101
OMCOBO_03666	contig_2	4124031	4124726	-	696	693
OMCOBO_03667	contig_2	4124869	4125852	+	984	3677
OMCOBO_03668	contig_2	4125849	4126220	+	372	444
OMCOBO_03669	contig_2	4126217	4126927	+	711	1052
OMCOBO_03670	contig_2	4126921	4127418	+	498	736
OMCOBO_03671	contig_2	4127418	4128464	+	1047	1882
OMCOBO_03672	contig_2	4128591	4129724	+	1134	776
OMCOBO_03673	contig_2	4129800	4130144	-	345	402
OMCOBO_03674	contig_2	4130155	4131117	-	963	378
OMCOBO_03675	contig_2	4131282	4132751	-	1470	2328
OMCOBO_03676	contig_2	4133014	4134207	-	1194	127
OMCOBO_03677	contig_2	4134379	4134813	+	435	213
OMCOBO_03678	contig_2	4134929	4135291	-	363	757
OMCOBO_03679	contig_2	4135416	4136066	+	651	370
OMCOBO_03680	contig_2	4136220	4137521	-	1302	61
OMCOBO_03681	contig_2	4137584	4138567	+	984	136
OMCOBO_03683	contig_2	4139241	4140059	+	819	23151
OMCOBO_03684	contig_2	4140070	4140597	+	528	7873
OMCOBO_03685	contig_2	4140730	4142238	+	1509	18336
OMCOBO_03686	contig_2	4142262	4143659	+	1398	6657
OMCOBO_03687	contig_2	4143656	4145125	+	1470	4172
OMCOBO_03688	contig_2	4145272	4147272	+	2001	13040
OMCOBO_03689	contig_2	4147352	4148098	-	747	1055
OMCOBO_03690	contig_2	4148125	4149729	-	1605	2166
OMCOBO_03691	contig_2	4149726	4150382	-	657	4805
OMCOBO_03692	contig_2	4150379	4150555	-	177	50
OMCOBO_03693	contig_2	4150638	4151327	-	690	388
OMCOBO_03694	contig_2	4151364	4152134	-	771	1366
OMCOBO_03695	contig_2	4152305	4152559	+	255	1168
OMCOBO_03696	contig_2	4152818	4153732	-	915	1397
OMCOBO_03697	contig_2	4153925	4154452	-	528	12793
OMCOBO_03698	contig_2	4154744	4155466	+	723	1691
OMCOBO_03700	contig_2	4155940	4156488	+	549	1426
OMCOBO_03701	contig_2	4156555	4157940	+	1386	1030
OMCOBO_03702	contig_2	4157947	4159311	-	1365	1180
OMCOBO_03703	contig_2	4159308	4161161	-	1854	3092
OMCOBO_03704	contig_2	4161421	4161555	-	135	1496
OMCOBO_03706	contig_2	4161974	4162672	-	699	1382
OMCOBO_03707	contig_2	4162688	4165312	-	2625	38610
OMCOBO_03708	contig_2	4165363	4167417	-	2055	48075
OMCOBO_03709	contig_2	4167827	4168360	-	534	197
OMCOBO_03710	contig_2	4168357	4169493	-	1137	2089
OMCOBO_03711	contig_2	4169535	4170413	-	879	12006
OMCOBO_03712	contig_2	4170587	4171717	-	1131	22263
OMCOBO_03713	contig_2	4172725	4174569	-	1845	7628
OMCOBO_03714	contig_2	4175301	4175591	+	291	1240
OMCOBO_03715	contig_2	4175588	4175905	+	318	2209
OMCOBO_03716	contig_2	4175909	4177039	+	1131	16072
OMCOBO_03717	contig_2	4177054	4177560	+	507	3606
OMCOBO_03718	contig_2	4177694	4178419	+	726	475
OMCOBO_03719	contig_2	4178774	4179799	+	1026	6043
OMCOBO_03720	contig_2	4179796	4180896	+	1101	2555
OMCOBO_03721	contig_2	4181205	4181822	+	618	887
OMCOBO_03722	contig_2	4181929	4182255	-	327	2352
OMCOBO_03723	contig_2	4182306	4183280	-	975	10495
OMCOBO_03724	contig_2	4183394	4184383	-	990	1786
OMCOBO_03725	contig_2	4184380	4185075	-	696	1913
OMCOBO_03726	contig_2	4185265	4186983	-	1719	11859
OMCOBO_03727	contig_2	4187091	4189337	-	2247	10140
OMCOBO_03728	contig_2	4189384	4191702	-	2319	7831
OMCOBO_03729	contig_2	4191888	4193363	+	1476	943
OMCOBO_03730	contig_2	4193507	4194121	-	615	512
OMCOBO_03731	contig_2	4194248	4195507	-	1260	1226
OMCOBO_03732	contig_2	4195584	4196666	-	1083	23334
OMCOBO_03733	contig_2	4196726	4197394	-	669	32372
OMCOBO_03734	contig_2	4198128	4200407	+	2280	8252
OMCOBO_03735	contig_2	4200531	4202012	+	1482	3206
OMCOBO_03736	contig_2	4202101	4203132	-	1032	5826
OMCOBO_03737	contig_2	4203188	4204306	-	1119	9879
OMCOBO_03738	contig_2	4204436	4204753	-	318	1144
OMCOBO_03739	contig_2	4204983	4205273	+	291	22730
OMCOBO_03740	contig_2	4205356	4205967	+	612	23215
OMCOBO_03741	contig_2	4206097	4206333	+	237	6746
OMCOBO_03742	contig_2	4206352	4206798	+	447	20725
OMCOBO_03743	contig_2	4206884	4207750	-	867	766
OMCOBO_03744	contig_2	4207791	4209128	-	1338	907
OMCOBO_03745	contig_2	4209589	4211067	+	1479	2390
OMCOBO_03746	contig_2	4211087	4211437	-	351	319
OMCOBO_03747	contig_2	4211526	4212350	+	825	28
OMCOBO_03748	contig_2	4212347	4213273	+	927	141
OMCOBO_03749	contig_2	4213464	4216595	+	3132	622
OMCOBO_03750	contig_2	4217027	4218502	+	1476	922
OMCOBO_03751	contig_2	4218680	4219819	+	1140	1351
OMCOBO_03752	contig_2	4220185	4220982	+	798	85
OMCOBO_03753	contig_2	4221016	4221468	-	453	323
OMCOBO_03754	contig_2	4221559	4222041	-	483	477
OMCOBO_03755	contig_2	4222153	4222662	-	510	9
OMCOBO_03756	contig_2	4222804	4223439	+	636	699
OMCOBO_03757	contig_2	4223898	4225640	+	1743	2514
OMCOBO_03758	contig_2	4225645	4226565	+	921	1371
OMCOBO_03759	contig_2	4226624	4227103	-	480	2030
OMCOBO_03760	contig_2	4227157	4228053	-	897	679
OMCOBO_03761	contig_2	4228322	4229446	-	1125	1137
OMCOBO_03762	contig_2	4229443	4230009	-	567	434
OMCOBO_03763	contig_2	4230013	4230390	-	378	1505
OMCOBO_03764	contig_2	4230439	4230756	+	318	359
OMCOBO_03765	contig_2	4230959	4231186	+	228	2501
OMCOBO_03766	contig_2	4231631	4232407	+	777	1614
OMCOBO_03767	contig_2	4232512	4232934	+	423	5752
OMCOBO_03768	contig_2	4233068	4234444	-	1377	444
OMCOBO_03769	contig_2	4234627	4236411	+	1785	9534
OMCOBO_03770	contig_2	4236532	4237413	-	882	2364
OMCOBO_03771	contig_2	4237624	4238706	-	1083	3117
OMCOBO_03772	contig_2	4238948	4240024	-	1077	759
OMCOBO_03773	contig_2	4240469	4241548	+	1080	3539
OMCOBO_03774	contig_2	4241648	4242016	-	369	44
OMCOBO_03775	contig_2	4242275	4243783	+	1509	4483
OMCOBO_03776	contig_2	4243793	4244794	+	1002	2129
OMCOBO_03777	contig_2	4244849	4248523	+	3675	1208
OMCOBO_03778	contig_2	4248707	4250383	+	1677	1673
OMCOBO_03779	contig_2	4250617	4251498	-	882	670
OMCOBO_03780	contig_2	4251610	4252506	+	897	1000
OMCOBO_03781	contig_2	4252686	4253585	+	900	3592
OMCOBO_03782	contig_2	4253685	4254248	+	564	2127
OMCOBO_03783	contig_2	4254273	4254815	-	543	225
OMCOBO_03784	contig_2	4254932	4255546	-	615	690
OMCOBO_03785	contig_2	4255730	4256320	+	591	253
OMCOBO_03786	contig_2	4256317	4257666	+	1350	289
OMCOBO_03787	contig_2	4257822	4258958	-	1137	861
OMCOBO_03788	contig_2	4259231	4260148	-	918	1696
OMCOBO_03789	contig_2	4260272	4262122	-	1851	4664
OMCOBO_03790	contig_2	4262119	4262985	-	867	5066
OMCOBO_03791	contig_2	4263325	4264413	+	1089	1001
OMCOBO_03792	contig_2	4264410	4265303	+	894	705
OMCOBO_03793	contig_2	4265353	4266264	+	912	1232
OMCOBO_03794	contig_2	4266290	4267066	+	777	439
OMCOBO_03795	contig_2	4267124	4267948	-	825	150
OMCOBO_03796	contig_2	4268271	4269563	-	1293	62
OMCOBO_03797	contig_2	4269687	4270397	-	711	196
OMCOBO_03798	contig_2	4270921	4271379	+	459	457
OMCOBO_03799	contig_2	4271584	4272999	-	1416	1151
OMCOBO_03800	contig_2	4273015	4273491	-	477	159
OMCOBO_03801	contig_2	4273796	4274161	+	366	216
OMCOBO_03802	contig_2	4274169	4274696	+	528	241
OMCOBO_03803	contig_2	4274672	4275694	-	1023	120
OMCOBO_03804	contig_2	4275922	4277487	-	1566	71
OMCOBO_03805	contig_2	4277631	4278692	+	1062	118
OMCOBO_03806	contig_2	4278689	4279411	+	723	166
OMCOBO_03807	contig_2	4279402	4280265	-	864	853
OMCOBO_03808	contig_2	4280262	4281551	-	1290	13690
OMCOBO_03809	contig_2	4282223	4283149	-	927	3028
OMCOBO_03810	contig_2	4283272	4284585	-	1314	231
OMCOBO_03811	contig_2	4284585	4286621	-	2037	465
OMCOBO_03812	contig_2	4286722	4287210	-	489	526
OMCOBO_03813	contig_2	4287207	4287863	-	657	294
OMCOBO_03814	contig_2	4288002	4288757	-	756	319
OMCOBO_03815	contig_2	4288910	4289755	-	846	861
OMCOBO_03816	contig_2	4290010	4290492	+	483	1452
OMCOBO_03817	contig_2	4290452	4291306	-	855	169
OMCOBO_03818	contig_2	4291644	4291961	+	318	22
OMCOBO_03819	contig_2	4291965	4293569	+	1605	1465
OMCOBO_03820	contig_2	4293650	4294204	+	555	1021
OMCOBO_03821	contig_2	4294737	4295249	+	513	256
OMCOBO_03822	contig_2	4295350	4296195	+	846	216
OMCOBO_03823	contig_2	4296268	4297263	+	996	55
OMCOBO_03824	contig_2	4297260	4298048	+	789	147
OMCOBO_03825	contig_2	4298139	4299446	-	1308	3265
OMCOBO_03826	contig_2	4299472	4300797	-	1326	7952
OMCOBO_03827	contig_2	4300920	4302581	+	1662	3614
OMCOBO_03828	contig_2	4302578	4303420	+	843	528
OMCOBO_03829	contig_2	4303751	4304446	+	696	76
OMCOBO_03830	contig_2	4304488	4305957	-	1470	6610
OMCOBO_03831	contig_2	4306112	4307710	-	1599	1560
OMCOBO_03832	contig_2	4308460	4309170	+	711	1179
OMCOBO_03833	contig_2	4309404	4309970	+	567	83
OMCOBO_03834	contig_2	4310207	4311175	-	969	886
OMCOBO_03835	contig_2	4311313	4312047	-	735	609
OMCOBO_03836	contig_2	4312188	4313084	-	897	482
OMCOBO_03837	contig_2	4313482	4314966	+	1485	29524
OMCOBO_03839	contig_2	4315168	4315542	-	375	31
OMCOBO_03840	contig_2	4315634	4316152	-	519	51
OMCOBO_03841	contig_2	4316194	4317126	+	933	0
OMCOBO_03842	contig_2	4317163	4317927	+	765	111
OMCOBO_03843	contig_2	4317967	4318962	-	996	33
OMCOBO_03844	contig_2	4319436	4319741	+	306	325
OMCOBO_03845	contig_2	4319925	4321133	+	1209	157
OMCOBO_03846	contig_2	4321130	4322167	+	1038	95
OMCOBO_03847	contig_2	4322169	4323236	+	1068	18
OMCOBO_03848	contig_2	4323233	4323667	+	435	79
OMCOBO_03849	contig_2	4323664	4324830	+	1167	46
OMCOBO_03850	contig_2	4324991	4325542	+	552	326
OMCOBO_03851	contig_2	4325579	4326061	-	483	151
OMCOBO_03852	contig_2	4326189	4326920	+	732	21
OMCOBO_03853	contig_2	4326966	4327688	-	723	16
