# Program:featureCounts v2.0.2; Command:"featureCounts" "-a" "../final_assembly.gff3" "-o" "read_counts.tsv" "-t" "CDS" "-g" "ID" "-M" "--fraction" "-s" "0" "-T" "8" "mapped.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped.sorted.bam
OMCOBO_01560	contig_2	1758947	1760071	-	1125	10025
OMCOBO_01561	contig_2	1760247	1761362	-	1116	1776
OMCOBO_01562	contig_2	1761437	1762300	-	864	276
OMCOBO_01563	contig_2	1762480	1762866	-	387	12690
OMCOBO_01564	contig_2	1762973	1763167	-	195	3610
OMCOBO_01565	contig_2	1763291	1764052	-	762	23721
OMCOBO_01567	contig_2	1764345	1764734	+	390	804
OMCOBO_01568	contig_2	1764819	1765586	-	768	1076
OMCOBO_01569	contig_2	1765688	1766419	-	732	104
OMCOBO_01570	contig_2	1766542	1767714	-	1173	162
OMCOBO_01571	contig_2	1767711	1769060	-	1350	28
OMCOBO_01572	contig_2	1769277	1770539	+	1263	235
OMCOBO_01573	contig_2	1770589	1771881	-	1293	301
OMCOBO_01574	contig_2	1771970	1772770	-	801	909
OMCOBO_01575	contig_2	1772814	1774187	-	1374	462
OMCOBO_01576	contig_2	1774197	1775564	-	1368	1700
OMCOBO_01577	contig_2	1775638	1776369	+	732	181
OMCOBO_01578	contig_2	1776503	1777978	+	1476	335
OMCOBO_01579	contig_2	1778023	1778733	+	711	174
OMCOBO_01580	contig_2	1778757	1779320	-	564	71
OMCOBO_01581	contig_2	1779473	1780606	+	1134	87
OMCOBO_01582	contig_2	1780610	1781914	+	1305	5
OMCOBO_01583	contig_2	1781958	1782863	-	906	93
OMCOBO_01584	contig_2	1782988	1784154	+	1167	77
OMCOBO_01585	contig_2	1784166	1784924	-	759	551
OMCOBO_01586	contig_2	1785453	1788053	-	2601	9234
OMCOBO_01587	contig_2	1788046	1789215	-	1170	3400
OMCOBO_01588	contig_2	1789356	1790357	+	1002	4501
OMCOBO_01589	contig_2	1790439	1791290	+	852	3102
OMCOBO_01590	contig_2	1791367	1792068	-	702	239
OMCOBO_01591	contig_2	1792241	1793209	+	969	15
OMCOBO_01592	contig_2	1793206	1793658	+	453	34
OMCOBO_01593	contig_2	1793990	1795114	+	1125	753
OMCOBO_01594	contig_2	1795202	1798018	-	2817	21999
OMCOBO_01595	contig_2	1798195	1799151	-	957	13101
OMCOBO_01596	contig_2	1799215	1799514	-	300	3278
OMCOBO_01597	contig_2	1799723	1799932	-	210	111
OMCOBO_01598	contig_2	1799959	1800219	-	261	159
OMCOBO_01599	contig_2	1800280	1801230	-	951	1404
OMCOBO_01600	contig_2	1801244	1802236	-	993	4877
OMCOBO_01601	contig_2	1802351	1802722	-	372	2787
OMCOBO_01602	contig_2	1802791	1803804	-	1014	4797
OMCOBO_01603	contig_2	1803957	1805318	-	1362	56322
OMCOBO_01604	contig_2	1805328	1806587	-	1260	274
OMCOBO_01605	contig_2	1806701	1807810	+	1110	205
OMCOBO_01606	contig_2	1807867	1808682	-	816	20288
OMCOBO_01607	contig_2	1808753	1809529	-	777	24873
OMCOBO_01608	contig_2	1809873	1810091	-	219	2242
OMCOBO_01609	contig_2	1810280	1811791	-	1512	20194
OMCOBO_01610	contig_2	1812067	1813833	-	1767	168741
OMCOBO_01611	contig_2	1814083	1814376	+	294	7355
OMCOBO_01612	contig_2	1814467	1815045	-	579	1716
OMCOBO_01613	contig_2	1815249	1816229	-	981	8758
OMCOBO_01614	contig_2	1816457	1817752	-	1296	3219
OMCOBO_01615	contig_2	1817944	1818981	+	1038	830
OMCOBO_01616	contig_2	1819007	1819678	+	672	2096
OMCOBO_01617	contig_2	1819776	1821371	-	1596	2600
OMCOBO_01618	contig_2	1821455	1823062	-	1608	5663
OMCOBO_01619	contig_2	1823423	1824136	-	714	1528
OMCOBO_01620	contig_2	1824364	1827873	-	3510	19701
OMCOBO_01622	contig_2	1828112	1828876	+	765	3411
OMCOBO_01623	contig_2	1829104	1829892	+	789	71671
OMCOBO_01624	contig_2	1829939	1831495	+	1557	80518
OMCOBO_01625	contig_2	1831509	1833113	+	1605	107568
OMCOBO_01626	contig_2	1833353	1834450	+	1098	1401
OMCOBO_01627	contig_2	1834541	1835212	+	672	127
OMCOBO_01628	contig_2	1835232	1836017	-	786	75
OMCOBO_01629	contig_2	1836171	1837022	-	852	11
OMCOBO_01630	contig_2	1837061	1838062	-	1002	29
OMCOBO_01631	contig_2	1838075	1839106	-	1032	68
OMCOBO_01632	contig_2	1839103	1840893	-	1791	47
OMCOBO_01633	contig_2	1840890	1841942	-	1053	182
OMCOBO_01634	contig_2	1842033	1842815	-	783	48
OMCOBO_01635	contig_2	1842812	1844143	-	1332	121
OMCOBO_01636	contig_2	1844454	1845569	+	1116	7313
OMCOBO_01637	contig_2	1845683	1846912	-	1230	4279
OMCOBO_01638	contig_2	1847081	1847986	-	906	1050
OMCOBO_01639	contig_2	1847950	1848540	-	591	2252
OMCOBO_01640	contig_2	1848667	1849362	-	696	948
OMCOBO_01641	contig_2	1849434	1850426	+	993	474
OMCOBO_01642	contig_2	1850449	1851237	-	789	181
OMCOBO_01643	contig_2	1851500	1852549	-	1050	2515
OMCOBO_01644	contig_2	1852709	1853692	+	984	790
OMCOBO_01645	contig_2	1853689	1856022	+	2334	1502
OMCOBO_01646	contig_2	1856104	1856790	-	687	2363
OMCOBO_01647	contig_2	1856838	1857026	+	189	1217
OMCOBO_01648	contig_2	1857112	1857999	-	888	102939
OMCOBO_01649	contig_2	1858195	1858428	-	234	418011
OMCOBO_01650	contig_2	1858779	1860134	-	1356	7081
OMCOBO_01652	contig_2	1860657	1861334	+	678	615
OMCOBO_01653	contig_2	1861421	1861633	-	213	335
OMCOBO_01654	contig_2	1862414	1863844	-	1431	1355
OMCOBO_01655	contig_2	1863992	1864399	+	408	163
OMCOBO_01656	contig_2	1864524	1865336	+	813	44
OMCOBO_01657	contig_2	1865394	1866680	-	1287	44
OMCOBO_01658	contig_2	1866677	1867351	-	675	51
OMCOBO_01659	contig_2	1867625	1868521	+	897	107
OMCOBO_01660	contig_2	1868647	1869324	+	678	433
OMCOBO_01661	contig_2	1869317	1870108	+	792	540
OMCOBO_01662	contig_2	1870176	1870727	+	552	525
OMCOBO_01663	contig_2	1870732	1871115	+	384	192
OMCOBO_01664	contig_2	1871130	1871495	+	366	0
OMCOBO_01665	contig_2	1871641	1872597	+	957	4056
OMCOBO_01666	contig_2	1872755	1873804	+	1050	8437
OMCOBO_01667	contig_2	1873812	1875026	+	1215	5797
OMCOBO_01668	contig_2	1875344	1875988	-	645	1239
OMCOBO_01669	contig_2	1875985	1877637	-	1653	1819
OMCOBO_01670	contig_2	1877634	1878407	-	774	1352
OMCOBO_01671	contig_2	1878600	1879868	+	1269	564
OMCOBO_01672	contig_2	1880656	1887528	-	6873	550
OMCOBO_01673	contig_2	1887645	1891901	-	4257	3735
OMCOBO_01674	contig_2	1892265	1893611	+	1347	1222
OMCOBO_01675	contig_2	1893631	1894671	-	1041	739
OMCOBO_01676	contig_2	1894867	1895442	+	576	98
OMCOBO_01677	contig_2	1895555	1898377	-	2823	701
OMCOBO_01678	contig_2	1898629	1899243	+	615	291
OMCOBO_01679	contig_2	1899315	1900052	+	738	901
OMCOBO_01680	contig_2	1900440	1901489	-	1050	822
OMCOBO_01681	contig_2	1901715	1902065	-	351	42
OMCOBO_01682	contig_2	1902138	1902299	-	162	38
OMCOBO_01683	contig_2	1902292	1902594	-	303	106
OMCOBO_01684	contig_2	1902790	1903215	-	426	124
OMCOBO_01685	contig_2	1903212	1903877	-	666	204
OMCOBO_01686	contig_2	1903870	1904121	-	252	18
OMCOBO_01687	contig_2	1905701	1906819	+	1119	275
OMCOBO_01688	contig_2	1906822	1907025	+	204	25
OMCOBO_01689	contig_2	1907032	1907139	+	108	0
OMCOBO_01690	contig_2	1907254	1907403	+	150	28
OMCOBO_01691	contig_2	1907396	1908058	+	663	19
OMCOBO_01692	contig_2	1908055	1908213	+	159	11
OMCOBO_01693	contig_2	1908213	1908707	+	495	31
OMCOBO_01694	contig_2	1908751	1909062	+	312	18
OMCOBO_01695	contig_2	1909264	1909749	+	486	116
OMCOBO_01696	contig_2	1909827	1910288	+	462	0
OMCOBO_01697	contig_2	1910300	1910575	+	276	13
OMCOBO_01698	contig_2	1910639	1913314	+	2676	235
OMCOBO_01699	contig_2	1913429	1913629	-	201	223023
OMCOBO_01700	contig_2	1913696	1913812	-	117	18080
OMCOBO_01701	contig_2	1914271	1914471	-	201	2091
OMCOBO_01702	contig_2	1914841	1915155	-	315	30802
OMCOBO_01703	contig_2	1915324	1916157	+	834	2055
OMCOBO_01704	contig_2	1916154	1916363	+	210	2142
OMCOBO_01705	contig_2	1916994	1918436	+	1443	3251
OMCOBO_01706	contig_2	1918476	1919045	-	570	1130
OMCOBO_01707	contig_2	1919171	1919632	+	462	3116
OMCOBO_01708	contig_2	1919648	1920268	-	621	306
OMCOBO_01709	contig_2	1920401	1921552	-	1152	158
OMCOBO_01710	contig_2	1921592	1922314	+	723	394
OMCOBO_01711	contig_2	1922344	1923360	+	1017	482
OMCOBO_01712	contig_2	1923391	1924491	-	1101	1056
OMCOBO_01713	contig_2	1924553	1925947	-	1395	2334
OMCOBO_01714	contig_2	1926103	1926870	-	768	336
OMCOBO_01715	contig_2	1927066	1928421	+	1356	4933
OMCOBO_01716	contig_2	1928456	1929205	+	750	1424
OMCOBO_01717	contig_2	1929246	1930631	-	1386	369
OMCOBO_01718	contig_2	1930727	1932070	+	1344	381
OMCOBO_01719	contig_2	1932221	1932484	-	264	7965
OMCOBO_01720	contig_2	1932724	1933530	-	807	801
OMCOBO_01721	contig_2	1933844	1935082	+	1239	116
OMCOBO_01722	contig_2	1935166	1935873	-	708	337
OMCOBO_01723	contig_2	1936394	1937359	-	966	1830
OMCOBO_01724	contig_2	1937399	1938190	-	792	743
OMCOBO_01725	contig_2	1938282	1938671	-	390	6949
OMCOBO_01726	contig_2	1938809	1940659	-	1851	116447
OMCOBO_01727	contig_2	1941093	1942265	-	1173	702
OMCOBO_01728	contig_2	1942453	1944954	+	2502	246
OMCOBO_01729	contig_2	1945020	1946090	-	1071	218
OMCOBO_01730	contig_2	1946589	1947590	+	1002	101
OMCOBO_01731	contig_2	1947668	1948234	-	567	27
OMCOBO_01732	contig_2	1948309	1949508	+	1200	32
OMCOBO_01733	contig_2	1949573	1950430	-	858	253
OMCOBO_01734	contig_2	1950647	1951744	-	1098	10
OMCOBO_01735	contig_2	1951741	1955301	-	3561	74
OMCOBO_01736	contig_2	1955488	1956561	+	1074	29
OMCOBO_01737	contig_2	1956701	1957471	-	771	395
OMCOBO_01738	contig_2	1957608	1958312	+	705	148
OMCOBO_01739	contig_2	1958636	1959076	+	441	4493
OMCOBO_01740	contig_2	1959202	1960263	-	1062	3136
OMCOBO_01741	contig_2	1960706	1961650	-	945	800
OMCOBO_01742	contig_2	1961816	1962727	-	912	158
OMCOBO_01743	contig_2	1963003	1963809	-	807	87
OMCOBO_01744	contig_2	1963811	1965178	-	1368	40
OMCOBO_01745	contig_2	1965175	1966290	-	1116	2
OMCOBO_01746	contig_2	1966352	1967320	-	969	52
OMCOBO_01747	contig_2	1967398	1968159	-	762	44
OMCOBO_01748	contig_2	1968156	1969088	-	933	33
OMCOBO_01749	contig_2	1969072	1970976	-	1905	40
OMCOBO_01750	contig_2	1970973	1971836	-	864	72
OMCOBO_01751	contig_2	1972328	1972834	+	507	39
OMCOBO_01752	contig_2	1972831	1973784	+	954	174
OMCOBO_01753	contig_2	1973882	1974508	-	627	2187
OMCOBO_01754	contig_2	1974468	1974809	-	342	815
OMCOBO_01755	contig_2	1974806	1975231	-	426	1337
OMCOBO_01756	contig_2	1975228	1977711	-	2484	7536
OMCOBO_01757	contig_2	1978107	1978556	+	450	2075
OMCOBO_01758	contig_2	1978566	1979759	-	1194	1589
OMCOBO_01759	contig_2	1979889	1981532	-	1644	4527
OMCOBO_01760	contig_2	1981711	1982952	+	1242	410
OMCOBO_01761	contig_2	1983218	1984252	+	1035	6887
OMCOBO_01762	contig_2	1984369	1984530	-	162	40
OMCOBO_01763	contig_2	1985065	1986744	+	1680	641
OMCOBO_01764	contig_2	1986781	1987629	-	849	1264
OMCOBO_01765	contig_2	1987713	1988984	-	1272	2268
OMCOBO_01766	contig_2	1989192	1989773	-	582	15
OMCOBO_01767	contig_2	1990061	1990858	+	798	2764
OMCOBO_01768	contig_2	1990885	1991322	+	438	1452
OMCOBO_01769	contig_2	1991378	1992850	-	1473	5315
OMCOBO_01770	contig_2	1992921	1993577	-	657	2192
OMCOBO_01771	contig_2	1993574	1994305	-	732	4837
OMCOBO_01772	contig_2	1994449	1995534	-	1086	2189
OMCOBO_01773	contig_2	1995531	1995893	-	363	654
OMCOBO_01774	contig_2	1996034	1996759	+	726	186
OMCOBO_01775	contig_2	1996797	1997843	-	1047	114
OMCOBO_01776	contig_2	1997930	1999042	-	1113	2765
OMCOBO_01777	contig_2	1999042	1999725	-	684	326
OMCOBO_01778	contig_2	1999722	2000819	-	1098	754
OMCOBO_01779	contig_2	2001008	2001658	-	651	642
OMCOBO_01780	contig_2	2001643	2002659	-	1017	43305
OMCOBO_01781	contig_2	2003149	2004264	-	1116	3086
OMCOBO_01782	contig_2	2004432	2006537	-	2106	1178
OMCOBO_01783	contig_2	2006723	2007349	-	627	2285
OMCOBO_01784	contig_2	2007449	2009137	-	1689	20910
OMCOBO_01785	contig_2	2009592	2011388	+	1797	3151
OMCOBO_01786	contig_2	2011452	2012639	-	1188	314
OMCOBO_01787	contig_2	2012850	2014475	+	1626	1328
OMCOBO_01788	contig_2	2014489	2015679	-	1191	242
OMCOBO_01789	contig_2	2016073	2016900	-	828	92
OMCOBO_01790	contig_2	2016939	2018675	-	1737	3383
OMCOBO_01791	contig_2	2018955	2020430	+	1476	119
OMCOBO_01792	contig_2	2020456	2021397	-	942	1012
OMCOBO_01793	contig_2	2021394	2022200	-	807	275
OMCOBO_01794	contig_2	2022224	2022616	-	393	133
OMCOBO_01795	contig_2	2022681	2023028	+	348	162
OMCOBO_01796	contig_2	2023012	2023845	-	834	545
OMCOBO_01797	contig_2	2023946	2025049	-	1104	243
OMCOBO_01798	contig_2	2025120	2026178	-	1059	365
OMCOBO_01799	contig_2	2026291	2027319	+	1029	1308
OMCOBO_01800	contig_2	2027393	2028283	+	891	1445
OMCOBO_01801	contig_2	2028379	2029428	-	1050	428
OMCOBO_01802	contig_2	2029606	2030871	+	1266	929
OMCOBO_01803	contig_2	2031060	2032607	+	1548	3790
OMCOBO_01804	contig_2	2032642	2033967	+	1326	2135
OMCOBO_01805	contig_2	2033964	2034530	+	567	1341
OMCOBO_01806	contig_2	2034530	2036332	+	1803	2917
OMCOBO_01807	contig_2	2036427	2037179	-	753	183
OMCOBO_01808	contig_2	2037176	2038204	-	1029	507
OMCOBO_01812	contig_2	2044368	2045018	-	651	157
OMCOBO_01813	contig_2	2045173	2045955	+	783	283
OMCOBO_01814	contig_2	2045998	2046537	+	540	1295
OMCOBO_01815	contig_2	2046958	2047464	+	507	725
OMCOBO_01816	contig_2	2047500	2048267	-	768	2077
OMCOBO_01817	contig_2	2048353	2049288	-	936	10606
OMCOBO_01818	contig_2	2049387	2049800	-	414	1723
OMCOBO_01819	contig_2	2049956	2050750	-	795	5929
OMCOBO_01820	contig_2	2050747	2050860	-	114	97
OMCOBO_01821	contig_2	2050967	2051674	+	708	765
OMCOBO_01822	contig_2	2051775	2052020	-	246	60302
OMCOBO_01823	contig_2	2052185	2052430	-	246	20507
OMCOBO_01824	contig_2	2052615	2053298	-	684	821
OMCOBO_01825	contig_2	2053291	2054547	-	1257	948
OMCOBO_01826	contig_2	2054828	2055595	+	768	310
OMCOBO_01827	contig_2	2055935	2056654	+	720	30
OMCOBO_01828	contig_2	2056757	2059276	-	2520	11316
OMCOBO_01829	contig_2	2059728	2060975	+	1248	2877
OMCOBO_01830	contig_2	2061211	2061729	-	519	3267
OMCOBO_01831	contig_2	2061831	2062049	-	219	236
OMCOBO_01832	contig_2	2062263	2062403	-	141	641
OMCOBO_01833	contig_2	2062547	2063881	-	1335	1647
OMCOBO_01834	contig_2	2064021	2064722	+	702	919
OMCOBO_01835	contig_2	2064958	2065737	-	780	12948
OMCOBO_01836	contig_2	2065743	2066447	-	705	9973
OMCOBO_01837	contig_2	2066610	2068178	+	1569	1615
OMCOBO_01838	contig_2	2068175	2068264	+	90	0
OMCOBO_01839	contig_2	2068261	2069688	+	1428	354
OMCOBO_01840	contig_2	2069848	2071251	+	1404	13297
OMCOBO_01841	contig_2	2071455	2071817	+	363	2192
OMCOBO_01842	contig_2	2072059	2072301	+	243	248
OMCOBO_01843	contig_2	2072284	2073273	-	990	3631
OMCOBO_01844	contig_2	2073433	2075055	-	1623	309
OMCOBO_01845	contig_2	2075052	2075477	-	426	93
OMCOBO_01846	contig_2	2075652	2075828	-	177	0
OMCOBO_01847	contig_2	2076064	2077554	+	1491	1226
OMCOBO_01848	contig_2	2077604	2079166	-	1563	285
OMCOBO_01849	contig_2	2079200	2079973	-	774	23
OMCOBO_01850	contig_2	2079970	2080962	-	993	520
OMCOBO_01851	contig_2	2081110	2082372	-	1263	1
OMCOBO_01852	contig_2	2082365	2083717	-	1353	36
OMCOBO_01853	contig_2	2083727	2084617	-	891	59
OMCOBO_01854	contig_2	2084617	2085414	-	798	23
OMCOBO_01855	contig_2	2085530	2086171	+	642	434
OMCOBO_01856	contig_2	2086294	2087331	+	1038	1344
OMCOBO_01857	contig_2	2087395	2087628	+	234	80
OMCOBO_01858	contig_2	2087710	2088696	+	987	2806
OMCOBO_01859	contig_2	2088726	2090510	+	1785	414
OMCOBO_01860	contig_2	2090515	2091270	+	756	990
OMCOBO_01861	contig_2	2091538	2092143	-	606	151
OMCOBO_01862	contig_2	2092151	2092828	-	678	0
OMCOBO_01863	contig_2	2092825	2093211	-	387	18
OMCOBO_01864	contig_2	2093218	2093415	-	198	0
OMCOBO_01865	contig_2	2093452	2093922	-	471	45
OMCOBO_01866	contig_2	2094195	2094929	+	735	87
OMCOBO_01867	contig_2	2094951	2095730	-	780	59428
OMCOBO_01868	contig_2	2095846	2096067	-	222	3485
OMCOBO_01869	contig_2	2096419	2098017	-	1599	3920
OMCOBO_01870	contig_2	2098422	2099819	-	1398	426
OMCOBO_01871	contig_2	2100045	2101172	-	1128	184
OMCOBO_01872	contig_2	2101294	2101962	-	669	736
OMCOBO_01873	contig_2	2102195	2102935	+	741	29903
OMCOBO_01874	contig_2	2103075	2104364	+	1290	13153
OMCOBO_01875	contig_2	2104395	2104631	+	237	202
OMCOBO_01876	contig_2	2105108	2106097	+	990	119
OMCOBO_01877	contig_2	2106094	2107635	+	1542	1005
OMCOBO_01878	contig_2	2107691	2109850	+	2160	428
OMCOBO_01879	contig_2	2109850	2110449	+	600	153
OMCOBO_01880	contig_2	2110457	2111851	+	1395	328
OMCOBO_01881	contig_2	2111955	2113514	+	1560	324
OMCOBO_01882	contig_2	2113511	2114608	+	1098	3160
OMCOBO_01883	contig_2	2114789	2115760	-	972	24668
OMCOBO_01884	contig_2	2116016	2116762	-	747	121
OMCOBO_01885	contig_2	2116774	2117187	-	414	23
OMCOBO_01886	contig_2	2117335	2117715	+	381	95
OMCOBO_01887	contig_2	2117762	2118853	-	1092	1218
OMCOBO_01888	contig_2	2119359	2119961	+	603	31423
OMCOBO_01889	contig_2	2120030	2121298	+	1269	188910
OMCOBO_01890	contig_2	2121352	2121762	+	411	76604
OMCOBO_01891	contig_2	2121843	2122745	+	903	114796
OMCOBO_01892	contig_2	2122875	2123945	-	1071	1134
OMCOBO_01893	contig_2	2124088	2125161	-	1074	311
OMCOBO_01894	contig_2	2125235	2125939	-	705	609
OMCOBO_01895	contig_2	2126077	2126760	+	684	142
OMCOBO_01896	contig_2	2126714	2127250	-	537	38
OMCOBO_01897	contig_2	2127259	2128776	-	1518	217
OMCOBO_01898	contig_2	2128997	2129767	+	771	861
OMCOBO_01899	contig_2	2129962	2130618	+	657	183
OMCOBO_01900	contig_2	2130643	2131500	+	858	85
OMCOBO_01901	contig_2	2131377	2132639	-	1263	40
OMCOBO_01902	contig_2	2132639	2133619	-	981	221
OMCOBO_01903	contig_2	2133883	2134695	+	813	10272
OMCOBO_01904	contig_2	2134841	2135113	+	273	5865
OMCOBO_01905	contig_2	2135196	2136431	+	1236	7158
OMCOBO_01906	contig_2	2136486	2137502	-	1017	106
OMCOBO_01907	contig_2	2137602	2138492	+	891	323
OMCOBO_01908	contig_2	2138515	2140023	-	1509	2881
OMCOBO_01909	contig_2	2140232	2142070	+	1839	1814
OMCOBO_01910	contig_2	2142208	2142348	+	141	214
OMCOBO_01911	contig_2	2142438	2143247	-	810	253
OMCOBO_01912	contig_2	2143399	2144388	-	990	2973
OMCOBO_01913	contig_2	2144505	2145068	-	564	107
OMCOBO_01914	contig_2	2145068	2145388	-	321	175
OMCOBO_01915	contig_2	2145556	2145891	-	336	3799
OMCOBO_01916	contig_2	2145888	2146331	-	444	2594
OMCOBO_01917	contig_2	2146399	2147655	-	1257	41169
OMCOBO_01918	contig_2	2147652	2148416	-	765	23230
OMCOBO_01919	contig_2	2148424	2148741	-	318	14050
OMCOBO_01920	contig_2	2148738	2149925	-	1188	29668
OMCOBO_01921	contig_2	2149987	2151408	-	1422	27367
OMCOBO_01922	contig_2	2151405	2152295	-	891	5350
OMCOBO_01923	contig_2	2152451	2153413	+	963	1198
OMCOBO_01924	contig_2	2153410	2154198	+	789	962
OMCOBO_01925	contig_2	2154275	2155279	+	1005	3412
OMCOBO_01926	contig_2	2155252	2156298	-	1047	954
OMCOBO_01927	contig_2	2156429	2156806	-	378	3004
OMCOBO_01928	contig_2	2156863	2157813	-	951	12353
OMCOBO_01929	contig_2	2158333	2160435	+	2103	35610
OMCOBO_01930	contig_2	2160470	2161588	+	1119	19365
OMCOBO_01931	contig_2	2161595	2163127	+	1533	45599
OMCOBO_01932	contig_2	2163124	2164173	+	1050	8990
OMCOBO_01933	contig_2	2164170	2164976	+	807	1413
OMCOBO_01934	contig_2	2165064	2166716	-	1653	13341
OMCOBO_01935	contig_2	2166773	2168047	-	1275	362
OMCOBO_01936	contig_2	2168276	2168563	-	288	10080
OMCOBO_01937	contig_2	2168763	2168999	-	237	5079
OMCOBO_01938	contig_2	2169141	2169917	-	777	14658
OMCOBO_01939	contig_2	2169924	2171135	-	1212	23058
OMCOBO_01940	contig_2	2171247	2172251	-	1005	164502
OMCOBO_01941	contig_2	2172503	2173492	-	990	1858
OMCOBO_01942	contig_2	2173483	2174544	-	1062	4766
OMCOBO_01943	contig_2	2174541	2175494	-	954	5976
OMCOBO_01944	contig_2	2175491	2177665	-	2175	9002
OMCOBO_01945	contig_2	2177778	2178671	-	894	341
OMCOBO_01946	contig_2	2178676	2179287	-	612	393
OMCOBO_01947	contig_2	2179528	2180487	+	960	1726
OMCOBO_01948	contig_2	2180508	2180921	-	414	748
OMCOBO_01949	contig_2	2180936	2182351	-	1416	510
OMCOBO_01950	contig_2	2182357	2183373	-	1017	223
OMCOBO_01951	contig_2	2183569	2184573	+	1005	679
OMCOBO_01952	contig_2	2184689	2185648	+	960	176
OMCOBO_01953	contig_2	2185771	2188872	-	3102	48299
OMCOBO_01954	contig_2	2189145	2189858	-	714	234
OMCOBO_01955	contig_2	2189922	2191475	+	1554	494
OMCOBO_01956	contig_2	2191633	2192373	+	741	1660
OMCOBO_01957	contig_2	2192384	2193040	+	657	5215
OMCOBO_01958	contig_2	2193113	2194114	-	1002	243
OMCOBO_01959	contig_2	2194277	2196262	-	1986	936
OMCOBO_01960	contig_2	2196350	2196661	-	312	130
OMCOBO_01961	contig_2	2196867	2199014	-	2148	15414
OMCOBO_01962	contig_2	2199498	2200379	+	882	2176
OMCOBO_01963	contig_2	2200469	2201068	+	600	418
OMCOBO_01964	contig_2	2201151	2201693	+	543	1150
OMCOBO_01965	contig_2	2201748	2202104	-	357	1694
OMCOBO_01966	contig_2	2202482	2203120	-	639	2126
OMCOBO_01967	contig_2	2203162	2203611	-	450	1550
OMCOBO_01968	contig_2	2203718	2204599	-	882	6425
OMCOBO_01969	contig_2	2204687	2205628	-	942	4424
OMCOBO_01970	contig_2	2206352	2207965	+	1614	2035
OMCOBO_01971	contig_2	2208316	2210232	+	1917	964
OMCOBO_01972	contig_2	2210298	2212481	-	2184	6075
OMCOBO_01973	contig_2	2212638	2213375	-	738	139
OMCOBO_01974	contig_2	2213599	2215551	-	1953	886
OMCOBO_01975	contig_2	2215548	2217050	-	1503	449
OMCOBO_01976	contig_2	2217047	2220061	-	3015	2789
OMCOBO_01977	contig_2	2220630	2222630	+	2001	335
OMCOBO_01978	contig_2	2222833	2223243	-	411	931
OMCOBO_01979	contig_2	2223453	2223878	-	426	340
OMCOBO_01980	contig_2	2223902	2224492	-	591	1347
OMCOBO_01981	contig_2	2224715	2225662	-	948	3529
OMCOBO_01982	contig_2	2225985	2226986	+	1002	277
OMCOBO_01983	contig_2	2227106	2228617	-	1512	296973
OMCOBO_01984	contig_2	2228989	2229822	+	834	533
OMCOBO_01985	contig_2	2229888	2232479	+	2592	1511
OMCOBO_01986	contig_2	2232624	2233673	-	1050	120
OMCOBO_01987	contig_2	2233692	2233826	-	135	0
OMCOBO_01988	contig_2	2233983	2235836	-	1854	5711
OMCOBO_01989	contig_2	2236014	2236898	+	885	246
OMCOBO_01990	contig_2	2236954	2239668	-	2715	20756
OMCOBO_01991	contig_2	2239924	2242209	+	2286	7229
OMCOBO_01992	contig_2	2242345	2242818	+	474	895
OMCOBO_01993	contig_2	2243275	2244510	+	1236	213
OMCOBO_01994	contig_2	2244617	2245546	+	930	177
OMCOBO_01995	contig_2	2245552	2247366	+	1815	198
OMCOBO_01996	contig_2	2247371	2248228	+	858	138
OMCOBO_01997	contig_2	2248225	2248941	+	717	72
OMCOBO_01998	contig_2	2249037	2249714	-	678	783
OMCOBO_02000	contig_2	2249973	2250761	+	789	794
OMCOBO_02001	contig_2	2250832	2252274	-	1443	13497
OMCOBO_02002	contig_2	2252420	2253148	-	729	768
OMCOBO_02003	contig_2	2253378	2255204	+	1827	1095
OMCOBO_02004	contig_2	2255302	2256738	-	1437	30175
OMCOBO_02005	contig_2	2256735	2258147	-	1413	8627
OMCOBO_02006	contig_2	2258462	2261029	-	2568	2721
OMCOBO_02007	contig_2	2261109	2261984	-	876	214
OMCOBO_02008	contig_2	2262158	2263966	+	1809	0
OMCOBO_02009	contig_2	2264010	2267078	-	3069	88
OMCOBO_02010	contig_2	2267198	2268355	-	1158	2
OMCOBO_02011	contig_2	2268352	2269026	-	675	32
OMCOBO_02012	contig_2	2269135	2269941	-	807	292
OMCOBO_02013	contig_2	2270208	2271119	+	912	384
OMCOBO_02014	contig_2	2271174	2271869	-	696	695
OMCOBO_02015	contig_2	2272049	2273092	+	1044	61
OMCOBO_02016	contig_2	2273135	2273866	-	732	103
OMCOBO_02017	contig_2	2274034	2274531	+	498	100
OMCOBO_02018	contig_2	2274616	2275092	+	477	686
OMCOBO_02019	contig_2	2275109	2275831	-	723	537
OMCOBO_02020	contig_2	2275935	2276516	+	582	740
OMCOBO_02021	contig_2	2276494	2277285	-	792	1586
OMCOBO_02022	contig_2	2277353	2277919	+	567	251
OMCOBO_02023	contig_2	2278080	2279540	-	1461	15222
OMCOBO_02024	contig_2	2279533	2284143	-	4611	128387
OMCOBO_02025	contig_2	2284443	2285183	-	741	1718
OMCOBO_02026	contig_2	2285531	2286817	+	1287	40
OMCOBO_02027	contig_2	2286938	2287972	-	1035	8469
OMCOBO_02028	contig_2	2288078	2288890	-	813	2090
OMCOBO_02029	contig_2	2288969	2289847	-	879	3011
